Agent Name,Address,District,City,Latitude,Longitude
JONOM TELECOM,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Eva Telecom,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S SAYMUN MEDICAL HALL,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
M/S Bhai Bhai Pharmacy,Baisari- বানারীপারা- বাংলাদেশ,বাইসাড়ি,বানারীপারা,22.79706,90.13328
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
AKHON PHARMACY,Charlaxmipur High School- Muladi- Barisal- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.7,90.3667
Southarn Dreem Computer And Stationary,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
MIKATUL STORES,Port Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70374,90.37486
Jomadder Telecom,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S TAJIN TELECOM,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Naim Electric,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
Sakal Sandha Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Mitu Medicin House,Nobogram Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.70782,90.31083
KHAN VARIETIES STORES,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Suchana Pharmacy,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Amirunnesha Medical Hall,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
RAJAPUR STATIONARY,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Tamim Varities Store,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Hafiz Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
JEWEL TELECOM AND ELECTRONICS,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
MOHSIN STORE,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
M/S Alif Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Choicefull Cosmetics,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
RAKHAL STORES,Peyarpur Bazar- Z8044- বাকেরগঞ্জ- বাংলাদেশ,ডাকুরকাঠী,বাকেরগঞ্জ,22.55083,90.42534
Sapla Comutars,College Road- পাকুন্দিয়া- বাংলাদেশ,আলমদি,পাকুন্দিয়া,24.28221,90.68796
Masum Telecom,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Khan Computer Center,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Jabin Telecom And Electranocs,Kauria- হিজলা- বাংলাদেশ,কাউরিয়া,হিজলা,22.92693,90.44502
Amal Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Jamal Uddin Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Matri Choa Medichine,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Rubel Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
SHAMOL STORE,Bakerganj Bazar- বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,Bakerganj Bazar,বাকেরগঞ্জ,22.54377,90.33287
Rakib Cro Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Tamim Varities Store,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Khan Network Service,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S TAWHID SANITARY,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BRISTI DIGITAL STUDIO,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
MIJAN LIBRARY AND VARIETIES STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
M/S Kalam Stores,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Mariam Electric And Business Poient,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Jononi Eletronic,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Maamoni Varieties Stores,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
Samim Telecom,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
SCHOOL CORNER,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Howlader Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ma Babar Doa,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Jannatul Enterprise,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S BHAI BHAI TELECOM,Durgapur- বরিশাল সদর- বাংলাদেশ,দুর্গাপুর,বরিশাল সদর,22.69323,90.40407
PRANTOSH TELECOM,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S MIRAJ STORE,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
RONI VARIETIES STORE,High School Road- মির্জাগঞ্জ- বাংলাদেশ,মির্জাগঞ্জ,মির্জাগঞ্জ,22.35775,90.21463
Howlader Medical Hall,Maskata- হিজলা- বাংলাদেশ,মাসকাটা,হিজলা,22.93068,90.47574
BELAL TELECOM,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Mama Store,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
Bismillah Varieties Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Brothers Traders,Kagasura- বরিশাল সদর- বাংলাদেশ,খাজাসুরা,বরিশাল সদর,22.74679,90.37762
Mallikpur Medecal Hall,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Gowcheya Decorator,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Howlader Laibrary,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
M/S Mahbub Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Tasmia Cycle Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
NAFEJA TELECOM,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Samim Brothers,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S VAI VAI TELECOM,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
Khan Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Asha Cosmetics,Sadar Road- বাকেরগঞ্জ- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.52191,90.31386
Ma Electronics And Telecom,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S SHARIF ELECTRONICS,গৌরন্দী- গৌরনদী- ঢাকা- বাংলাদেশ,গৌরন্দী,গৌরনদী,22.97242,90.22226
SARDER TELECOM,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S MOSARAF STORE,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
KHAN STORE,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Ma Library And Stationery,Durgapur- বরিশাল সদর- বাংলাদেশ,দুর্গাপুর,বরিশাল সদর,22.69323,90.40407
Sunrise Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
MA DIGITAL STUDIO AND COSMETICS,Baisari- বানারীপারা- বাংলাদেশ,বাইসাড়ি,বানারীপারা,22.79706,90.13328
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Sumon Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Romance Business Center,Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70455,90.37059
MITALI TELECOM,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
French Fry,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Bismillah Bostro Bitan,সাহরতী বাজার- Fakir Bari Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68399,90.35498
Gazi Library And Varieties Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
SHAHAZ  DRUG CENTER,Kagasura- বরিশাল সদর- বাংলাদেশ,খাজাসুরা,বরিশাল সদর,22.74679,90.37762
A Rahman Auto Parts,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
RONETA TELECOM AND COSMETICS,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Howlader Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
HALDER VARIETIES STORE,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
M/S Faruk And Brothers,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Mayer Arshibad,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Maa Telecom,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Rafia Garments,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Howlader Mudi and Manohari,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Khan Traders,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Vai Vai Mudi And Variaties Stores,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
SOJIB ELECTRONICS AND VARIETIES,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Jannatul Enterprise,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Al Hera Furniture And Varieties Store,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
M/S NAYON TELECOM CENTRE,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
SHOHAG TELECOM CENTER,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
SHATHI STORE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Saifur Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S SABUG MUDI STORE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
RIPON TELECOM,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
SHAHIDUL STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Maa Telecom And Stationary,Natullabad Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.71355,90.35085
New Al Modina Medical Hall,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Siam Store,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Abu Sayed Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
MOUMI FASHION HOUSE,কাশিপুর বাজার- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.71939,90.34332
PUJA PHARMACY,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Paul Computers,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Hachan T And Verieties Stores,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Safin Telecom,বাকেরগঞ্জ সীড্ ভান্ডার- Line Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70622,90.37343
M/S Raju Store,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
M/S Sayed Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Khondokar Enterprise,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Snigdho Medical Hall,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Mahi Cosmetics And Varieties Stos,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Arif Photocopy,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
ALAM TRADERS,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Sudhan Biswas Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S JISAN VARIETIES STORE,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
M/S KB MEDICAL HALL,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Abdhut Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Popular Colour Touch,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Jonayet Store,Barthi- গৌরনদী- বাংলাদেশ,বারতী,গৌরনদী,23.03551,90.20945
MADHUR ALO LIGHTING AND ADO NIGHT CUTTING CENTER,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Mahabub Store,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Sumon Computer Training Center,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
BIPLOP VARIETIES STORE,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
Molla Telecom Center,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Aminur Medical Hall,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Howlader Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Imran Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
MARUF TELECOM,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
DAKUA TELECOM,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Shakib Medical Hall,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Ma Medicine Corner,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
SAMIN STORE,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Bismillah Store,Barisal Main Road- গৌরনদী- বাংলাদেশ,বারতী,গৌরনদী,23.03586,90.20961
Tamim Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Jahirul Telecom,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
M/S Rasel Store,চাঁদপুর সদর- চট্রগ্রাম- বাংলাদেশ,চাঁদপুর সদর,চাঁদপুর সদর,23.22272,90.67982
Vai Vai Traders,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Sumon Stores,বাংলা বাজার- N8- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69332,90.36284
Omar Abdullah Medicine Corner,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
M/S Toma Telecom,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
NUR ELECTRIC AND HARDWARE,Nazipur- নাজিরপুর- বাংলাদেশ,নাজিপুর,নাজিরপুর,22.71471,89.96514
Tayeba Medical Hall,Kedarpur- বেবুগঞ্জ- বাংলাদেশ,কেদারপুর,বেবুগঞ্জ,22.81927,90.33137
Rubel Telecom,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Shahjahan Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Baral Enterprise,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
TALUKDER ENTERPRISE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
VAI VAI STORES,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Faruk Stores,হিজলা- বরিশাল- বাংলাদেশ,হিজলা,হিজলা,22.9237,90.51216
Asad Medical Hall,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Mahmuda Medical Hall,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Ruhul Amin Telecom,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Alif Stores,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Boktiar Library And Cosmetics,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Babul Pharmacy,Torki Bazar- গৌরনদী- ঢাকা- বাংলাদেশ,Torki Bazar,গৌরনদী,22.99601,90.22186
M/S Rofiq Fason House,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Vai Vai Store,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Mayer Doya Furniture,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
MAYER ASHIRBAD ELECTRONICS AND ELECTRIC,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Rupam Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
BASHIR STORE,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Allah Bhorosha Telecom,Char Kumaria- ভোলা সদর- বাংলাদেশ,চড় কৃমারিয়া,ভোলা সদর,22.63304,90.6618
M/S Lalon Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S DURJOY TELECOM,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
MAYER DOA STORES,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
EZAZ BROTHERS,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Ehsan Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S BELAL ELECTRONICS,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
MA TELECOM,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
M/S KAZI VARIETIES STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Albaser Varieties Store,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
MILON STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Vhai Vhai Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Satata Varieties Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Biswas Cosmetics,Torki Bazar- গৌরনদী- ঢাকা- বাংলাদেশ,Torki Bazar,গৌরনদী,22.99601,90.22186
M/S Siam Telecom And Varieties,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Apon Medical Hall,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
M/S Majumder Electronics,Garuria- বাকেরগঞ্জ- বাংলাদেশ,গারুড়িয়া,বাকেরগঞ্জ,22.5576,90.4156
Sayed Shoe Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Nesariya Photostat Stationery O Telecom,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Bondhu Decorator,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Kholifa Banijjaloy,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Siam Telecom And Cosmetic,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Mudi Varaiti Bebsha O Bkash Flaxi Bebsha,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
PORICHOY GENERAL STORES,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
SAKIB COSMETICS AND SHOES STORE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Teen Vai Telecom And Varieties Store,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
Islam Store,কারনাকতি- নালছিটি- বরিশাল- বাংলাদেশ,কারনাকতি,নালছিটি,22.64726,90.36216
Tanjil Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
